Havaintoasema,Vuosi,Kuukausi,Päivä,Aika [Paikallinen aika],Ilman lämpötila keskiarvo [°C],Suhteellinen kosteus keskiarvo [%],Sademäärä keskiarvo [mm],Lumensyvyys keskiarvo [cm],Keskituulen nopeus keskiarvo [m/s]
Vantaa Helsinki-Vantaan lentoasema,2019,4,10,19:00,-0.6,65.7,0,0,6.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,10,20:00,-0.7,68.1,0,0,5
Vantaa Helsinki-Vantaan lentoasema,2019,4,10,21:00,-0.7,69,0,0,4.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,10,22:00,-0.9,72,0,0,5
Vantaa Helsinki-Vantaan lentoasema,2019,4,10,23:00,-1.3,73.3,0,0,5.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,00:00,-2,74.8,0,0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,01:00,-2.3,77.1,0,0,3.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,02:00,-2.7,82.3,0,0,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,03:00,-3,82.2,0,0,3.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,04:00,-3.2,82.3,0,0,2.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,05:00,-3.5,84.4,0,0,4
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,06:00,-3.7,84.1,0,0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,07:00,-4.2,86,0,0,3.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,08:00,-3.9,82.5,0,0,4.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,09:00,-3.1,76.5,0,0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,10:00,-2,70.6,0,0,4.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,11:00,-0.8,62.7,0,0,5
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,12:00,-0.3,60,0,0,5.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,13:00,0.4,57,0,0,5
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,14:00,1.1,53.9,0,0,5
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,15:00,2.2,50,0,0,4.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,16:00,3.5,43.3,0,0,6.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,17:00,4,40.5,0,0,6
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,18:00,4.1,39.9,0,0,5
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,19:00,3.8,42.7,0,0,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,20:00,1.8,59.7,0,0,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,21:00,0.4,65.3,0,0,2.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,22:00,-0.9,72.7,0,0,1.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,11,23:00,-1.1,72.3,0,0,1.1
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,00:00,-1.7,76,0,0,1.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,01:00,-1.9,72.4,0,0,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,02:00,-2.7,72.5,0,0,2.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,03:00,-3.7,81.5,0,0,1.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,04:00,-4.1,83.6,0,0,1.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,05:00,-4.4,84.9,0,0,1.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,06:00,-5.3,90.4,0,0,1.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,07:00,-4.7,83.8,0,0,2.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,08:00,-3.8,81.4,0,0,1.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,09:00,-1.5,70.6,0,0,2.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,10:00,0.8,56.9,0,0,2.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,11:00,2.2,46.9,0,0,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,12:00,3.4,43.5,0,0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,13:00,4.2,42.4,0,0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,14:00,4.9,41.3,0,0,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,15:00,5.6,40.6,0,0,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,16:00,5.9,39.8,0,0,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,17:00,6,38.9,0,0,4.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,18:00,5.8,40.8,0,0,4.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,19:00,5,44.7,0,0,5.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,20:00,4.2,48.5,0,0,5
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,21:00,3.6,51.6,0,0,4.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,22:00,3,52.9,0,0,4
Vantaa Helsinki-Vantaan lentoasema,2019,4,12,23:00,2.7,51.7,0,0,3.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,00:00,2.8,46.5,0,0,4
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,01:00,2.4,48.9,0,0,2.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,02:00,1.8,53.1,0,0,2.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,03:00,1.3,57.2,0,0,2.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,04:00,1,59.3,0,0,3.1
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,05:00,0.8,61.4,0,0,2.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,06:00,0.8,62.1,0,0,3.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,07:00,0.8,63.7,0,0,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,08:00,0.9,64.3,0,0,2.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,09:00,1.6,61.2,0,0,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,10:00,2.8,56.8,0,0,2.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,11:00,5.3,42.8,0,0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,12:00,5.9,36.9,0,0,5.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,13:00,6,36.2,0,0,5.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,14:00,5.9,41,0,0,5.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,15:00,6,40.3,0,0,4.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,16:00,6.2,40.6,0,0,4.1
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,17:00,6.3,40.3,0,0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,18:00,6,43,0,0,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,19:00,5.8,43.6,0,0,4
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,20:00,5.4,45.6,0,0,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,21:00,4.9,48.1,0,0,2.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,22:00,4.5,50.9,0,0,2.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,13,23:00,3.9,55.1,0,0,2.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,00:00,3.7,56,0,0,2.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,01:00,3.5,54,0,0,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,02:00,3.3,53.4,0,0,2.1
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,03:00,3.1,53.2,0,0,1.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,04:00,2.8,56.6,0,0,1.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,05:00,2.1,64.1,0,0,2.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,06:00,1.9,67.8,0,0,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,07:00,1.7,69.9,0,0,1.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,08:00,1.9,69.2,0,0,1.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,09:00,2.6,67.4,0,0,1.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,10:00,3.8,63,0,0,1.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,11:00,5.1,56.9,0,0,1.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,12:00,6.1,49.4,0,0,3.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,13:00,6.4,45.2,0,0,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,14:00,6.7,39.3,0,0,4
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,15:00,7.1,36.7,0,0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,16:00,7.5,34.8,0,0,3.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,17:00,7.9,33.8,0,0,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,18:00,8.3,34.4,0,0,4.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,19:00,7.2,37.7,0,0,5.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,20:00,6.9,37.8,0,0,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,21:00,5.6,42.1,0,0,1.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,22:00,3.2,51.8,0,0,1.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,14,23:00,1.3,60.4,0,0,1.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,00:00,0.6,63,0,0,2.1
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,01:00,0.8,60.4,0,0,2.1
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,02:00,-0.5,67.5,0,0,2.1
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,03:00,-1,70.8,0,0,2.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,04:00,-1.5,71.8,0,0,2.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,05:00,-2.3,78.2,0,0,2
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,06:00,-2.1,73.2,0,0,2.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,07:00,-1.9,71.5,0,0,2.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,08:00,-0.2,65.4,0,0,2
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,09:00,2.2,55.6,0,0,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,10:00,4.9,45.4,0,0,2.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,11:00,6.3,40.4,0,0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,12:00,7.8,36.8,0,0,4.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,13:00,8.8,33.9,0,0,4.1
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,14:00,9.6,33,0,0,4
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,15:00,10.4,32.5,0,0,3.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,16:00,11.1,31.6,0,0,3.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,17:00,11.4,31.6,0,0,2.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,18:00,11.3,32.7,0,0,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,19:00,10.6,34,0,0,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,20:00,9.3,37.4,0,0,2.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,21:00,7.1,44.1,0,0,2.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,22:00,5.4,49.1,0,0,2.1
Vantaa Helsinki-Vantaan lentoasema,2019,4,15,23:00,4.6,51.9,0,0,1.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,00:00,3.9,57,0,0,1.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,01:00,2.8,62.4,0,0,1.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,02:00,2.1,66.2,0,0,1.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,03:00,1.6,69.7,0,0,1.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,04:00,1.5,68.5,0,0,2.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,05:00,1,69.5,0,0,2.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,06:00,0.7,70.6,0,0,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,07:00,0.9,68.9,0,0,2.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,08:00,2.7,62.1,0,0,1.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,09:00,5.3,52.7,0,0,2
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,10:00,7.9,45.6,0,0,1.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,11:00,10,37.7,0,0,3.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,12:00,11.4,36.1,0,0,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,13:00,12.6,35,0,0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,14:00,13.5,32.8,0,0,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,15:00,14.2,31.6,0,0,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,16:00,14.1,33.1,0,0,3.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,17:00,13.5,35.8,0,0,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,18:00,13.2,36.9,0,0,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,19:00,12.3,38.5,0,0,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,20:00,10.7,41.1,0,0,3.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,21:00,9.2,46,0,0,1.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,22:00,7.2,54.6,0,0,0.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,16,23:00,6.1,58.8,0,0,0.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,00:00,4.8,63.9,0,0,0.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,01:00,3.3,70.8,0,0,1.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,02:00,1.5,79.1,0,0,1.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,03:00,2.7,72.8,0,0,2.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,04:00,2.3,75.1,0,0,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,05:00,1.1,79.1,0,0,1.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,06:00,-0.2,87.3,0,0,0.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,07:00,0.6,84.6,0,0,1.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,08:00,3.3,74.2,0,0,1.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,09:00,6.3,63.8,0,0,1.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,10:00,8.5,52.8,0,0,2.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,11:00,10.1,44.9,0,0,2.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,12:00,11.3,41.5,0,0,2.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,13:00,12.6,37,0,0,1.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,14:00,13,39.5,0,0,3.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,15:00,12.9,39.9,0,0,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,16:00,13.4,39.7,0,0,3.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,17:00,13.7,38.9,0,0,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,18:00,14,38.3,0,0,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,19:00,12.7,40.9,0,0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,20:00,11.5,43.6,0,0,2.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,21:00,9.5,49.2,0,0,2.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,22:00,7.7,57,0,0,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,17,23:00,6.4,63.7,0,0,2.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,00:00,5.3,69.5,0,0,1.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,01:00,5,70.8,0,0,1.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,02:00,5.5,69.9,0,0,2.1
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,03:00,3.7,79,0,0,2.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,04:00,3.5,79.3,0,0,1.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,05:00,3.1,78.7,0,0,2.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,06:00,3,74.9,0,0,2.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,07:00,2.8,73.7,0,0,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,08:00,4.3,67.5,0,0,2.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,09:00,7.4,55,0,0,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,10:00,10.3,48.2,0,0,1.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,11:00,13.6,36.6,0,0,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,12:00,15.2,28.9,0,0,3.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,13:00,16.3,26.8,0,0,2.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,14:00,17.2,24,0,0,2.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,15:00,17.8,23.9,0,0,2.1
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,16:00,16.1,32.1,0,0,4.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,17:00,15.9,31.9,0,0,4.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,18:00,15.8,30.6,0,0,4.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,19:00,15.2,31.6,0,0,4.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,20:00,14.1,33.9,0,0,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,21:00,11.9,42.1,0,0,2.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,22:00,10,48.5,0,0,2.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,18,23:00,9.2,50.9,0,0,1.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,00:00,7.7,56.8,0,0,1.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,01:00,5.3,67,0,0,1.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,02:00,4.6,67.3,0,0,2.1
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,03:00,4.9,63.4,0,0,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,04:00,5.9,56.9,0,0,3.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,05:00,5.9,59.5,0,0,3.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,06:00,5.5,62.3,0,0,2.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,07:00,5.3,63.8,0,0,2.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,08:00,6.6,59.5,0,0,3.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,09:00,8.5,51.8,0,0,4.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,10:00,10.5,43.8,0,0,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,11:00,13.3,32.3,0,0,4.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,12:00,14.7,28.2,0,0,6
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,13:00,15.1,28.8,0,0,6.1
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,14:00,15.8,28.4,0,0,6.1
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,15:00,15.8,28,0,0,6
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,16:00,16.3,27.5,0,0,4.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,17:00,16.4,26.2,0,0,6
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,18:00,16.5,27,0,0,5.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,19:00,15.6,29.5,0,0,5.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,20:00,14.8,31.8,0,0,5.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,21:00,13.6,34.9,0,0,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,22:00,12.8,36.1,0,0,2.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,19,23:00,11.2,40.7,0,0,4.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,00:00,9.7,47.4,0,0,4.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,01:00,8.6,53.9,0,0,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,02:00,7.9,59.1,0,0,3.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,03:00,7,64.9,0,0,3.1
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,04:00,6.3,68.9,0,0,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,05:00,5.4,73.3,0,0,3.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,06:00,4.6,76.1,0,0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,07:00,3.9,79.7,0,0,2.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,08:00,5.3,73.8,0,0,2.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,09:00,6.9,65.7,0,0,2.1
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,10:00,9.2,54.3,0,0,2.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,11:00,10.7,44.7,0,0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,12:00,11.8,39.3,0,0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,13:00,11.6,40.6,0,0,4.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,14:00,11.5,45.6,0,0,4.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,15:00,11.2,49.3,0,0,5.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,16:00,10.8,53.3,0,0,5.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,17:00,10.5,56.2,0,0,5.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,18:00,10.4,61.1,0,0,5.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,19:00,10,65.6,0,0,5.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,20:00,9.6,69.4,0,0,4.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,21:00,8.8,73.2,0,0,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,22:00,7.3,80,0,0,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,20,23:00,6.4,85,0,0,3.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,00:00,5.6,88.4,0,0,3.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,01:00,4.2,91.8,0,0,3.3
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,02:00,3.2,92.1,0,0,3.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,03:00,3.4,88.6,0,0,2.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,04:00,2.7,88,0,0,2
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,05:00,1.1,92.5,0,0,1.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,06:00,-0.3,96.7,0,0,2.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,07:00,1.6,90.9,0,0,2.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,08:00,4.2,82.1,0,0,2.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,09:00,5.8,69.3,0,0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,10:00,6.7,59.9,0,0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,11:00,7.5,56.1,0,0,4.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,12:00,8.4,51.3,0,0,5.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,13:00,9,50,0,0,5.1
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,14:00,9.5,45,0,0,4.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,15:00,9.9,43.3,0,0,4.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,16:00,10.4,42.1,0,0,4.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,17:00,11.2,43.2,0,0,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,18:00,11.2,44.1,0,0,4
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,19:00,10.3,47.3,0,0,3.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,20:00,9.2,50.5,0,0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,21:00,7.4,56.2,0,0,4.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,22:00,6.1,63.7,0,0,1.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,21,23:00,4.9,70.2,0,0,1.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,22,00:00,4.6,73.3,0,0,1.1
Vantaa Helsinki-Vantaan lentoasema,2019,4,22,01:00,4.3,75.2,0,0,0.5
Vantaa Helsinki-Vantaan lentoasema,2019,4,22,02:00,3.2,80.6,0,0,1.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,22,03:00,4.2,80.1,0,0,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,22,04:00,4.3,82.9,0,0,0.9
Vantaa Helsinki-Vantaan lentoasema,2019,4,22,05:00,5,83.9,0,0,2.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,22,06:00,4.2,87.2,0,0,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,22,07:00,5.3,83,0,0,2.7
Vantaa Helsinki-Vantaan lentoasema,2019,4,22,08:00,6.7,74.8,0,0,2.2
Vantaa Helsinki-Vantaan lentoasema,2019,4,22,09:00,8.4,64.6,0,0,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,4,22,10:00,9.9,58.8,0,0,3.1
Vantaa Helsinki-Vantaan lentoasema,2019,4,22,11:00,11.4,52.9,0,0,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,22,12:00,13.7,43.1,0,0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,22,13:00,15.4,39.2,0,0,6.6
Vantaa Helsinki-Vantaan lentoasema,2019,4,22,14:00,15.8,39.7,0,0,6.8
Vantaa Helsinki-Vantaan lentoasema,2019,4,22,15:00,16.5,39.2,0,0,6.9
